Procédure,Catégorie,DateDePublication,Référence,Objet,AcheteurPublic,LieuDexécution,link,EXTRAIT_DE_PV
AOO ...,Fournitures,19/01/2024,50/DDA/2023,Objet : la fourniture des plants de Caroubier au profit des agriculteurs des communes territoriales sinistrées dans le cadre du programme d’atténuation de l’impact des incendies sur l’activité agricole dans la zone de l’Office ...,Acheteur public : OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE DE LOUKKOUS,LARACHE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770210&orgAcronyme=q1s,"4,0 SUDDA/2022 > we
e . 2 Exicatl du PY. dowverture et de JUBEMEM Page | sur)
Antd petal) ASLeeli
ROYAUME Du MAROC
YAN 9 ol pall y yy AN Mail y oat small y 4a 5154
_ MINISTERE DE L’AGRICULTURE, DE LA PECHE MARITIME
DU DEVELOPPEMENT RURAL ET DES EAUX ETFORETS _
Office Régional de Mise en Valeur Agricole du Loukkos
EXTRAIT DU PROCES VERBAL
L
Fourniture des plants de Caroubier au profit des agriculteurs des communes territoriales sinistrées dans |
. cadre du programme d attenuation de /impact des incendies sur activité agricole dans la zone de / Off Ke
Regional de Mise en Valeur Agricole du Loukkos, /
: 1. Maitre d’ouvrage : _L'Office Régional de Mise en Valeur Agricole du Loukkos ;
| 2. Date d’ouverture des plis : 26/09/2023:
3. Lieu d’ouverture des plis : Siege de L'Office Régional de Mise en Valeur Agricole du Loukkos a Ksar El Kébi-
4. Journaux ayant publié l’avis de publicité
Le Journal ""LE MATIN "" (en frangais) : 30/08/2023
Le Journal ""ASSAHRA AL MAGHRIBIA"" (en Arabe): 30/08/2023
5. Site électronique de publication de I’avis :
Le Portail Marocain des Marchés Publics : 28/08/2023
6. Liste des concurrents ayant déposés un pli :
- MENARAT AL HAOUZ TRAVAUX ;
- PEPINIER BERRADA ;
- ATLAS GREEN ROOTS ;
- DEUX S AGRO ;
- DRISSI AADIL.
7. Liste des concurrents évincés a l'issue de l’examen de dossje Administratif, technique et additif:
xharitime, a, a
; (Pras A “ee
- MENARAT AL HAOUZ TRAVAUX ; oF gh Wttrnais NY
- PEPINIER BERRADA ; q i ee At
- ATLAS GREEN ROOTS ; ce ene May 2 p
7A *o. Mole /
- DEUX S AGRO. oN dU Loukkos or é&
\, ly or OS
8. Liste des concurrents admissibles sans réserve : Qo _ “ BEL
-DRISS! AADIL. |
a Adresse : B.P. 48. Ksar EL Kébir — Maroc sgeapial =gif6l gual ABi<s sve ert ORMV'A
uaa) Just Tél : (00 212) 0539918676 Fax : (00 212) 0539918203 (00 212) 0539918203 :.»Still (00 212) 0539 918676 att uae
SOR REIN), , http://www.ormval.ma:<i 0! af 5 z!
2020 - 2030 Site web : http://www.ormval.ma LOUKK(S
inne tania =o eepepen mene a asta
| 4.0_S0/DDA/ B ry
sontants Jom actos d'engagement des 2A2022 Extrait du PV. d'ouverture_et de_sugement. Passe > sur
Py Soumissionnaires :
Soumissionnaire Montantdel'acte
2.450.000,00
e Verification des b
Ordereaux de
S$ prix des soumissionnaires :
Soumissi i M |
DRISSI AADIL if Avant vérification (DH TTC) | Estimatif Apres vérification (DH TTC) |
2.450.000,00 2.450.000,00 |
= Soumissionnaire retenu :
etenu d’engagement (DH TTC
DRISSI AADIL 2.450.000,00
. . .
Justification du choix de l'attributaire : L'offre la plus avantageuse
= Date d'achévement des travaux de la commission : Le 20/1 0/2023
10. Attributaire du marche:
La société DRISSI AADIL pour un montant 2.450.000,00DH Trc
Fait a Ksar El Keébir le 20/1 0/2023
Signé : Le Président de (a ommission
BENSA ssef
sti 5
(Page RES
—_ w PON ass) , % \
7 gf Pa cay, \e .
a Office pote Dp }
TS B\ onvenaenel te hsg /
wy = ou Louking a f i
eS
Adresse : B.P. 48. Ksar EL Kébir —-M
= — dre i aroc wall — ols
= citrate = : (00 212) 0539918676 Fax : (00 212) 0539918203 (00 212) 0539918203 aa (00913) 0539 918676 Sou ORNs
; - 2030 ite web : http://www.ormval.ma http://www.ormval.ma www.ormval.ma:<s 1 ax a
LOUKKOS
"
AOS ...,Fournitures,19/01/2024,16/DBM/BG/2023,"Objet : Achat de denrées alimentaires, détergents et produits de nettoyage pour la Province de Taourirt –Province de Taourirt, région de l’oriental",Acheteur public : GOUVERNEUR DE TAOURIRTE,TAOURIRT,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770211&orgAcronyme=g3h,
AOO ...,Fournitures,19/01/2024,50/DDA/2023,Objet : la fourniture des plants de Caroubier au profit des agriculteurs des communes territoriales sinistrées dans le cadre du programme d’atténuation de l’impact des incendies sur l’activité agricole dans la zone de l’Office ...,Acheteur public : OFFICE REGIONAL DE MISE EN VALEUR AGRICOLE DE LOUKKOUS,LARACHE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770208&orgAcronyme=q1s,"Age Aull! 4SLesl!
+eRUAS* MO. YOR
ROVAUME DU MAROC
tol olleOt HUMoAt A +XCOF ta Felt A +E THM oOoltA UslelA +oXo
Ministere de l’Agriculture, de la Péche Maritime, du Développement Rural et des Eaux et Foréts
9 Sgll > Mal jew SU S-a+' Si
Office Régional de Mise en Valeur Agricole du Loukkos
RESULTAT DEFINITIF DE L‘APPEL ©
| OFFRES OUVERT N°-SO/DDAY/2ZO23
& Mraitre d’ouvrage : 4 O%Ce REGQ/oria/ Ge AI/se er Yoleur
AQD?icole Cu Louwkkos.
B&B Objet de lappel da’offres :
Fourniture des plants de Caroubier au profit des agriculteurs des communes territoriales
sinistrées dans le cadre du programme datténuation de limpact des incendies sur l’activité
agricole dans la zone de l’Office Régional de Mise en Valeur Agricole du Loukkos.
Date
Date et heure vous
indication d’achévement Montant de l’offre
d’ouverture des Concurrent retenu |
du lot 5 des travaux de la retenue (DH TTC)
pils — |
commission |
|
|
26/09/2025 20/10/2023 DRISSI AADIL |
. ci-dessus . |
Cf. ci-de: Bs 4G resares 2.450.000,00
=) Carine,
pe pewattine, oun Re
MOE S %
/39 sean Ne Ksar El Kébir le 20/10/2023
[9 sf ENG
TDS og Casuy, ~ \= b
4 B\ Office pny 2 b. _. a ws
Zz\ en Vateur agi? Mise aw Signe : Le Président deja Commission
4 We N""Colg ge ‘
me GES
~ You NSSAJAY
oii Adresse : B.P. 48. Ksar EL Kébir — Maroc all — sel wail 48 02 d's Qa ya
pak! dealt Tél : (00 212) 0539918676 Fax : (00 212) 0539918203 (00 212) 0539918203 :USlll (00 212) 0539 918676 :arel!
020 - 2030 Site web : http://www.ormval.ma http://www.ormval.ma:i V1 ad ys \salietin::
one os
"
AOO ...,Services,19/01/2024,119/23,Objet : LOCATION DES VEHICULES DE SERVICE POUR LE COMPTE DE LA SOCIETE AL OMRANE CASABLANCA-SETTAT,Acheteur public : SOCIETE AL OMRANE CASABLANCA,"MAROC
CASABLANCA
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770209&orgAcronyme=j8k,
CONSA ...,Services,18/01/2024,02/CA/2023/MENPS,"Objet : ELABORATION DU PLAN DE LOTISSEMENT « SIDI AMIRA » SIS A LA COMMUNE AMEUR PREFECTURE DE SALE, DANS LE CADRE DES PROJETS DE CONSTRUCTION DES SIEGES DES FEDERATIONS ROYALES MAROCAINES D’ATHLETISME ET DE KARATE ...",Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,SALE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770203&orgAcronyme=o8p,"ROYAUME DU MAROC eS Aap aieall ASbealt
AGENCE NATIONALE DES EQUIPEMENTS PUBLICS ——— Aalall Ol juga! Asib gl} AILS ot
ANEP
RESULTAT DEFINITIF
DE LA CONSULTATION ARCHITECTURALE
N°02/CA/2023/MENPS DU 26 DECEMBRE 2023
Maitre d’ouvrage délégué : Agence Nationale des Equipements Publics
Objet de la consultation architecturale N°02/CA/2023/MENPS : Elaboration du plan de
lotissement « Sidi Amira » sis a la commune Ameur préfecture de Salé, dans le cadre des
projets de construction des sieges des fédérations Royales Marocaines d’Athlétisme et de
Karate
Date et heure vate
Ghrswanlien a aa d'achévement| Concurrent Montant de
; olis des travaux du retenu offre retenue
I °
jury
Elaboration du plan de lotissement
« Sidi Amira » sis a la commune
Ameur préfecture de Salé, dans le Mercredi 26 414 000,00
cadre des projets de construction | décembre 2023 oo RACHID MIHFAD! Dirhams TTC
- tee. . 09 janvier 2024
des sieges des fédérations Royales a 10h00
Marocaines d’Athlétisme et de
Karaté
|
Lieu et date : Salle de réunion de I’Agence Nationale des Equipements Publics le 09/01/2024.
-LE PRESIDENT DU JURY-
3 BLICS
LEDES f JIPEMENTS PU
AGENCE NATIONA ans tyres Sportives
KHIKOULI
El\Mustafa L pert ou
Agence Nationale des Equipements Publics Fadel) cal Jugencit dite gt} Aits git
BP : 5130 Rabat -Takaddoum. aati - LL 5! 5130 ue
Tél : 0538005100 0538005100 :stgl
Fax : 0537751420 / 0537755880 0537755880 / 0537751420 :pStill
"
CONSA ...,Services,18/01/2024,02/CA/2023/MENPS,"Objet : ELABORATION DU PLAN DE LOTISSEMENT « SIDI AMIRA » SIS A LA COMMUNE AMEUR PREFECTURE DE SALE, DANS LE CADRE DES PROJETS DE CONSTRUCTION DES SIEGES DES FEDERATIONS ROYALES MAROCAINES D’ATHLETISME ET DE KARATE ...",Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,SALE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770202&orgAcronyme=o8p,"ROYAUME DU MAROC
AGENCE NATIONALE DES EQUIPEMENTS PUBLICS
EXTRAIT DU PROCES VERBAL
DE LA CONSULTATION ARCHITECTURALE N°02/CA/2023/MENPS
Objet : Elaboration du plan de lotissement « Sidi Amira » sis a la
commune Ameur préfecture de Salé, dans le cadre des projets
de construction des sieges des fédérations Royales
Marocaines d’Athlétisme et de Karaté
Date d’ouverture des plis : Mercredi 26 décembre 2023 a 10h00
Lieu d’ouverture des plis : Salle de réunions de |’Agence Nationale des Equipements
Publics, Hay Nahda 2 a Rabat
Journaux publiant l'avis d’AO : Le Matin n°17 874 du 04/12/2023
- das rol slot! n°11681 du 04/12/2023
Sites électroniques de publication —_: Portail des marchés publics le 04/12/2023
Liste des concurrents ayant déposé leurs plis par voie électronique :
- ARCHITECTE JAMAL TOUIL ;
- GROUPEMENTS D’ARCHITECTES : EL KENFAOUI NOUREDDIN / ATELIER ARCHI AZZ ;
- SOCIETE D’ARCHITECTES JC MAKANE ;
- GROUPEMENT D’ARCHITECTES SIBARI ABDELHAMID ARCHITECTE / STUDIO BS
ARCHITECTURE S.A.R.L.A.U ;
- A&D ARCHITECTS SARL-AU ;
- ARAKI KALID ;
- RACHID MIHFAD.
Liste des concurrents évincés a l'issue de l'examen des dossiers administratifs et techniques :
- GROUPEMENTS D’ARCHITECTES : EL KENFAOUI NOUREDDIN / ATELIER ARCHI AZZ ;
- ARAKI KALID.
Liste des concurrents admissibles sans réserve :
- ARCHITECTE JAMAL TOUIL ;
- GROUPEMENT D’ARCHITECTES SIBARI ABDELHAMID ARCHITECTE / STUDIO BS
ARCHITECTURE S.A.R.L.A.U ;
- SOCIETE D’ARCHITECTES JC MAKANE ;
- A&D ARCHITECTS SARL-AU ;
- RACHID MIHFAD.
Liste des concurrents évincés a l'issue de l'examen des propositions techniques :
- Néant.
Liste des concurrents admissibles :
- ARCHITECTE JAMAL TOUIL ;
- GROUPEMENT D’ARCHITECTES SIBARI ABDELHAMID ARCHITECTE / STUDIO BS
ARCHITECTURE S.A.R.L.A.U ;
- SOCIETE D’ARCHITECTES JC MAKANE ;
- A&D ARCHITECTS SARL-AU ;
- RACHID MIHFAD.
Montant des actes d'engagement des architectes :
Nomidaieancuneat Montant des actes d’engagement DH
Trc
RACHID MIHFAD
ARCHITECTE JAMAL TOUIL -
GROUPEMENT D’ARCHITECTES SIBARI ABDELHAMID 4 ~|
ARCHITECTE / STUDIO BS ARCHITECTURE S.A.R.L.A.U 365 000,00
358 000,00
Extrait du Procés-Verbal de la consultation architecturale n°02/CA/2023/MENPS 1/2
ROYAUME DU MAROC
AGENCE NATIONALE DES EQUIPEMENTS PUBLICS
Vérification des opérations arithmétiques de l’offre du concurrent :
Montant de Il’acte Montant de I’acte
Nom du concurrent d'engagement DH TTC d'engagement DH TTC apres
avant rectification rectification
ARCHITECTE JAMAL TOUIL 276 000,00 276 000,00
SOCIETE D’ARCHITECTES JC
MAKANE 115 000,00 115 000,00
GROUPEMENT D’ARCHITECTES /
SIBARI ABDELHAMID ARCHITECTE
STUDIO BS ARCHITECTURE 365 000,00 365 000,00
S.A.R.L.A.U
A&D ARCHITECTS SARL-AU 358 000,00 358 000,00
RACHID MIHFAD 360 000,00 345 000,00
Liste des concurrents évincés a l'issue de la vérification et l'examen des propositions financiéres :
- SOCIETE D’ARCHITECTES JC MAKANE ;
- GROUPEMENT D’ARCHITECTES SIBARI ABDELHAMID ARCHITECTE / STUDIO BS
ARCHITECTURE S.A.R.L.A.U.
Concurrent retenu :
Montant de I’acte d'engagement TTC
RACHID MIHFAD 345 000,00
Justification du choix de I'attributaire : Conformément aux dispositions des articles 4, 6 et 10 du
réglement de la consultation.
Date d'achévement des travaux du jury : 09 janvier 2024
Fait a Rabat, le 09 janvier 2024
M. El Mustafa LAKHMOULI
Président du jury
~ t
wot
Extrait du Procés-Verbal de la consultation architecturale n°02/CA/2023/MENPS 2/2
"
AOO ...,Services,18/01/2024,49/INF/2023/KSK,Objet : contrôle et optimisation des études techniques et contrôle des travaux de construction du centre fédéral de formation de football à Ksar El-Kebir,Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,LARACHE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770200&orgAcronyme=o8p,
AOO ...,Services,18/01/2024,49/INF/2023/KSK,Objet : contrôle et optimisation des études techniques et contrôle des travaux de construction du centre fédéral de formation de football à Ksar El-Kebir,Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,LARACHE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770201&orgAcronyme=o8p,"Oo
-
a E
350 ee
Onz a8 ze
o mh x70 7H
zm = 6
zmozm ae
SE a2. O- >
o Semen o
gReos e) 38
ST Gms 6
Pane = a9
~ORWO5S g:
reS5os os
~ S092 5
#3932 -3 27 z
= 9 4
* Zong ro & 3
ZUmm »9 g :
oe So =
mom So 5 3
Tm mn = a.
o xe 2 oo
: S ao 3 QS fo
Ne) c Oo mo mn @ 5 3
— St ¢ 9 ao Z FE :
© — o> so z Bh :
i) =h ~ = Be E
: 8 = On >
: oO
: : a3 = 3
i : gS 5 = 8 7
oo oO e8 2 & :
28 ~ “°o 9 :
is > ? mn “U0 Oo Cc
LS - ”_ 4 m <
3 m om
- a4 fd 5
= 2 SoH : 2
x A Fs ° 2
o to - g § g 3 2
- a g <2 = 2 > :
| z i=, © 2.9 © m 2 :
| . 3
: ) S ao Oo A -
— S 3 mn .
= o SP & 63 a < ; i
Bo NO 3°3. > z a oO Na
TO J nan = : 22 c |
— © a oO = :
Os a > 2 hr
a. S < ~ a9 m |
ze
oO = 9
= : ce OEE
Ms ow S 0 S eg :
oO O = 7
8 2 88
= = <
° 3 an OB
Oo g 3 z 3
MD 2 2
Oo a 6
mm f 2
MD 9
: e
Q- <
mi
a =
Q e 3 3
a R g 3
=
- hb S =
- S ~~ rms.
o o a 3
S $ rr
oO SS G
~ = = 2
) 5 3
— = z
~ = -
: m
8
7.
a
"
AOO ...,Travaux,18/01/2024,48/INF/2023/ASFAR,"Objet : Construction d’un hôtel au centre de l’association sportive des Forces Armées Royales (AS-FAR) à salé. Lot n°4 : Menuiserie bois, aluminium et métallique",Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,SALE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770199&orgAcronyme=o8p,"sf wv
> ~~ ” S
Vv os N
5 = a =
= |% 8 4
° ae , oO
i o o
< 5 © L
” = <O ih
<q foree. S| >
os = © Q
a - 5
<q ac
es Oo
@ | > 3
a e Ad
“ =z
ae lu ret
re < = w =
Ww ” > = Ww a
= q oO o vO
a] lu ™ a = a
=) a C~ 2 9
rt a) 0 az
wy 2 ud c O
a 9 a # | 6 0
a: Y ri) Ps = - “”
ui gg O5 2 8 o
: = a ” c
fi 3 25 93 & | 85 G>
ij 5 2 ° ac TB 2 pe
if To oO sae © 4
o z= 2 fee 5 ®es <
| 6 e- o¢€ oO & 3
eS rr E6 pe ae 5 5
5 o > a | 9o [ A s
ew 2 a] Wu © Sd PN oO x=
= o O > Hea = co <
| = « oO oO x Oo as x
| a LL. a. o7 as ome LJ Ea
uu =~ -— 9 = f=°- S
O o> _ Zz =
= : z Q So Eo =
= Q oO = rm iL
<x uu oa Ox ; L
> Q TT] x Oto 2
cw 2 a. YU — om in |
VY = ” a) — TO
wo °O ” > 0 en
a uw oo 0 e
o aq Q » oa st ©
te _ ad ®
3 22 2 ww O5 S 3
Lu — > N “”
o 4s = a2 of Q 2
@ > Oo za ae lee a a.
= 0°Oo — oun [Ye ~
S eu u ‘F< 3 © ©
‘o Lu z=_ - N —_l
53 5 $ooe
= ” =
<x <x 2 — lu
ac - <= x =
Oo =_ «as zune =
tig =
z- ues <x
> Zz Ws > uu
a -OW Q>5
“a O&Z OG
ZO x! & a=
- w >OYv<a zf
O= ae 0 wh
= & <2 es
xy Zou >
25 YoOo= uy
_ > — Hy uu
O w 32s =
Uz eu “t
lee ”w U >
Wu Za=
= Oo oO =
ca ra Oo
Oo O aml
EEE SESS SSS:
"
AOO ...,Travaux,18/01/2024,48/INF/2023/ASFAR,"Objet : Construction d’un hôtel au centre de l’association sportive des Forces Armées Royales (AS-FAR) à salé. Lot n°4 : Menuiserie bois, aluminium et métallique",Acheteur public : AGENCE NATIONALE DES EQUIPEMENTS PUBLICS,SALE,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770198&orgAcronyme=o8p,
AOS ...,Fournitures,18/01/2024,11/2023,"Objet : Fourniture, pose et mise en marche des équipements plomberie et sanitaire du secteur froid et génie thermique destinés au centre PRD LARACHE 2, réparti en trois (03) lots",Acheteur public : OFPPT/ DIRECTION REGIONALE TANGER - TETOUAN - AL HOCEIMA,TANGER-ASSILAH,https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770197&orgAcronyme=o4d,"CKO Usiiul yBtail 9 mall (yoSill iio
Office de la Formation Professionnelle
OF P P i et de la Promotion du Travail
EXTRAIT DU PROCES VERBAL DE LA SENACE DE L’APPEL D’OFFRES SIMPLIFIE N°
11/2023
Objet : Fourniture, pose et mise en marche des équipements plomberie et sanitaire du secteur
froid et génie thermique destinés au centre PRD LARACHE 2 réparti en trois (03) lots
Maitre d’ouvrage : OFPPT-Direction Régionale Tanger Tétouan AL Hoceima
Date d’ouverture des plis : 23/11/2023 4 10H O00
Lieu d’ouverture des plis : Siége de la Direction Régionale
Journaux ayant publicité de publicité :
- Le Matin (Frangais en date du 10/11/2023)
- L'appel d’offres a été inséré dans le portail des marchés publics de I’Etat
www.marchepublics.gov.ma ( date du 11/11/2023)
- Aucune société n’a soumissionné électroniquement sur le portail des marchés
publics.
- Le président déclare que I’appel d’offres est infructueux par absence de
concurrent.
- Date d’achévement des travaux de la commission : le 23/11/2023 a 12 H 30
Pour le président : ,
Said SENTO
Chef des
envice Ghd Ca
© }
Direction Régionale Tanger Tétouan Al Hoceima Rue Sanjfia, Place Mozart, BP 1272
1272 setepyo cyl} g0 domlin celery Aid} dour Oiglad dodklo 9450! Ls pada
Tél : 05 39 34 01 34/05 39 34 13 15 - Fax : 04 39 94 26 60
"
AOO ...,Travaux,18/01/2024,116/2023/S2A,Objet : AMENAGEMENT DES ARTERES ADJACENTS DU BARREAU EST OUEST A LA VILLE D’AGADIR TRAVAUX D’ECLAIRAGE PUBLIC,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770196&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°116/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert : : AMENAGEMENT DES ARTERES ADJACENTS DU BARREAU EST OUEST A LA VILLE D’AGADIR - TRAVAUX
D’ECLAIRAGE PUBLIC.
Date et heur eae
Indication Objet du lot d’ sivert ede d’achévement Concurrent reten Montant des offres
du lot ler au te ou sli. €S | des travaux de la oncurrent retenv | retenues en DH TTC
P commission
AMENAGEMENT DES ARTERES ADJACENTS DU . .
BARREAU EST OUEST A LA VILLE D'AGADIR -| | 2s a 28/ vo ELECORIKLIM 3.012.106,80
TRAVAUX D’ECLAIRAGE PUBLIC.
Pour le président de la commission
{pam a
( S/ \%\ Directeur du pale support
(=p) | M. FIKRI LEHMAME
"
AOO ...,Services,18/01/2024,111/2023/S2A,"Objet : ÉTUDES TECHNIQUES, CONTROLE GENERAL ET SUIVI TECHNIQUE DES TRAVAUX DE RÉALISATION DU MARCHE TADDART ANZA AL OULYA DE LA VILLE D’AGADIR",Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770195&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°111/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert : : Etudes techniques, controle general et suivi technique des travaux de réalisation du marche taddart anza al oulya
de la ville d’agadir.
Lot équipements de radiologie.
Date
sn een Objet du lot douverture des SCC Concurrent retenu ecg ieee lice
du lot I lis des travaux de la retenues en DH TTC
P commission
Etudes techniques, contréle général et suivi technique . x
des travaux de réalisation du marché Taddart Anza 19/12/2023 4 29/12/2023 a SOCIETE NEXT 120.000,00
. ; . 10h0O 12h00 ETUDES
Al Oulya de la ville d’Agadir.
Pour le président de la commission
Yay AZ
( $/ \2.\ Directeur du pale support
e:¢) | M. FIKRI LEHMAME
"
AOO ...,Services,18/01/2024,109/2023/S2A,"Objet : Réalisation des prestations d’études géotechniques, de contrôle de la qualité et d’expertise de laboratoire pour les projets de réalisation et mise à niveau des établissements scolaires de la Région Souss ...",Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
INEZGANE-AIT MELLOUL
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770194&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°109/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert : : Réalisation des prestations d’études géotechniques, de contréle de la qualité et d’expertise de laboratoire pour les projets
de réalisation et mise 4 niveau des établissements scolaires de la Région Souss Massa, Programme 2023-2024, en quatre lots séparés cumulables :
Indication Date et heure | Date d’achévement Montant des
Objet du lot d’ouverture des travaux dela | Concurrent retenu | offres retenues en
du lot . .
des plis commission DH TTC
Projets de construction et de mise a niveau des
établissements scolaires de la Région Souss Massa - ROC ILeR 646.740,00
Préfecture Inezgane Ait Melloul ; /
Projets de construction et de mise a niveau des
établissements scolaires de la Région Souss Massa - a OSUD 675.600,00
Province Tiznit ; 12/12/2023 27/12/2023 a
Projets de construction et de mise & niveau des a 10h00 17h30 SOCIETE LABO 3.479.640,00
établissements scolaires de la Région Souss Massa - CONTROL ’
Province Taroudannt ;
Projets de construction et de mise a niveau des GROUPEMENT 62.752.00
établissements scolaires de la Région Souss Massa - LGC/LSR 362.752,
Province Tata.
Pour le président de la commission
SENS Si NGAIRSUUSS MASSA AKENAGENEN
[ s/ \\%.\ Directeur du pale support
\< x) | M. FIKRI LEHMAME
"
AOO ...,Travaux,18/01/2024,110/2023/S2A,Objet : TRAVAUX DE CONSTRUCTION DES ETABLISSEMENTS SCOLAIRES–REGION SOUSS MASSA-PROGRAMME 2022-TRANCHE 4-LOT N°10,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770193&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°110/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert: Travaux de construction des établissements scolaires—région Souss massa-programme 2022-tranche 4-lot N°10.
Date et heure aig
Indication Objet du lot d’ouverture des d’achévement Concurrent reten Montant des offres
du lot I i des travaux de la oncurrent retenv | retenues en DH TTC
pis commission
Travaux de construction des établissements . . GROUPEMENT
scolaires—région Souss massa-programme 2022- 42028 a 76 fn 2s a VAROSSE/ 12.074.841,11
tranche 4-lot N°10. SOCOTRAD
Pour le président de la commission
/ GSE MASSN. 6 NGAI SOUSS MASSA AMENAGEMENT
&/ \%.\ Directeur du pale support
< x Jo) M. FIKRILEHMAME
"
AOO ...,Travaux,18/01/2024,108/2023/S2A,Objet : TRAVAUX DE MISE A NIVEAU DES JARDINS CHARAF ET TADDART DE LA VILLE D'AGADIR.,Acheteur public : Société de Développement Local Agadir Souss Massa Aménagement SA,"MAROC
AGADIR IDA OU TANANE
...",https://www.marchespublics.gov.ma/?page=entreprise.EntrepriseDetailConsultation&refConsultation=770192&orgAcronyme=g3h,"Royaume du Maroc
\
oQoNEO O80 CoOOc oLElof[C8I
Agadir Souss Massa Aménagement
RESULTAT DEFINITIF DE L’APPEL D’OFFRES
N°108/2023/S2A
Maitre d’ouvrage : Agadir Souss Massa Aménagement.
Objet de l’appel d’offres ouvert: TRAVAUX DE MISE A NIVEAU DES JARDINS CHARAF ET TADDART DE LA VILLE D'AGADIR.
Date et heur Date
Indication Objet du lot d’ a . “ ede d’achéevement Concurrent reten Montant des offres
du lot ler eure ouve lic ¢ es | des travaux de la oncurrent retenv | retenues en DH TTC
pis commission
TRAVAUX DE MISE A NIVEAU DES JARDINS 15/12/2023 a 27/12/2023 a SOCIETE ALMO 9.721.783.20
CHARAF ET TADDART DE LA VILLE D'AGADIR. 10h00 16h30 JARDIN oe
Pour le président de la commission
/ LS MAS, +. SAGADIR SOUSS MASSA AWENAGEMENT
S/ \%:\ Directeur du pole support
« x) | M. FIKRI LEHMAME
"
